"Datum und Uhrzeit" Gesamtanlage[kWh] "  FX" "  FM" " RSK" RSKF " SDK" SHK_TAG "  NM" " VPM" "  PM" " TMK" " UPM" " TXK" " TNK" " TGK"
03.10.2020 8.84527 16.4 4.3 2.9 6 2.9 -999 6.0 9.8 933.1 13.3 68.0 22.1 5.1 4.2
04.10.2020 14.16849 10.6 2.6 0.7 6 6.5 -999 5.8 9.0 940.4 11.0 71.0 17.3 4.7 3.7
05.10.2020 12.27658 9.5 3.1 4.7 6 1.8 -999 7.8 9.6 946.5 11.5 72.0 14.6 9.0 8.7
06.10.2020 6.85437 21.5 3.6 12.1 6 0.8 -999 7.8 10.1 948.8 11.7 74.0 13.6 9.1 8.7
07.10.2020 9.05243 11.5 4.1 3.9 6 0.9 -999 7.3 10.3 954.2 10.1 83.0 13.4 8.5 7.8
08.10.2020 15.31463 10.2 3.4 0.0 0 6.5 -999 7.0 9.8 960.9 12.7 69.0 17.7 8.7 7.2
09.10.2020 14.17116 6.9 2.4 0.0 6 8.3 -999 7.9 11.7 959.5 14.4 72.0 19.0 10.1 8.7
10.10.2020 3.65958 9.1 2.4 8.3 6 0.0 -999 7.2 10.6 959.4 9.6 89.0 13.0 7.1 6.4
11.10.2020 8.62547 6.5 1.7 0.4 6 1.3 -999 7.9 8.2 958.0 7.3 80.0 9.9 5.6 5.1
12.10.2020 9.3251 10.0 2.4 1.5 6 1.7 -999 7.1 8.0 957.3 6.1 84.0 8.7 3.6 2.5
13.10.2020 7.48633 4.3 1.5 0.2 6 0.9 -999 7.0 8.1 951.7 6.4 85.0 9.8 4.0 3.1
14.10.2020 8.57577 8.1 2.5 0.8 6 0.3 0 7.9 7.9 950.5 6.0 85.0 9.1 3.8 3.0
15.10.2020 3.54349 5.0 1.4 6.4 4 0.0 0 7.8 8.5 951.6 6.7 87.0 7.8 5.8 5.7
16.10.2020 2.02636 9.0 2.4 8.9 4 0.0 0 7.5 9.4 954.0 7.1 93.0 8.9 6.2 6.3
17.10.2020 7.1728 4.5 1.7 0.0 6 0.0 0 7.9 8.5 956.5 6.9 86.0 8.9 5.7 5.8
18.10.2020 10.78394 6.4 1.8 0.0 4 4.1 0 6.5 8.5 960.3 7.9 80.0 11.2 5.0 4.3
19.10.2020 12.67732 6.4 2.1 0.0 0 6.6 0 5.0 7.9 960.7 7.9 75.0 12.5 3.9 2.3
20.10.2020 11.88809 5.3 1.4 0.0 0 7.2 0 7.2 7.9 955.8 7.7 78.0 15.8 1.3 0.2
21.10.2020 10.48837 8.8 1.9 0.0 0 5.6 0 7.6 9.7 952.0 11.8 72.0 21.0 5.6 4.4
22.10.2020 8.16998 4.2 1.7 0.2 4 2.5 0 7.6 10.2 956.7 13.1 69.0 17.2 8.8 6.5
23.10.2020 8.32453 8.8 1.9 6.4 4 2.2 0 7.9 12.5 954.6 14.8 75.0 19.1 12.0 10.8
24.10.2020 5.02733 7.0 2.4 1.6 6 1.4 0 5.0 11.9 956.5 11.5 88.0 14.8 7.9 6.0
25.10.2020 11.20733 4.6 1.7 0.0 4 9.2 0 3.5 9.7 949.4 9.7 82.0 17.6 3.7 2.6
26.10.2020 2.38911 10.3 3.0 16.4 6 0.0 0 7.7 9.0 945.6 6.6 91.0 9.3 4.0 3.8
27.10.2020 8.13848 5.9 2.3 0.0 6 1.5 0 6.0 7.9 951.3 6.6 81.0 11.1 3.9 2.3
28.10.2020 6.24394 12.3 3.2 2.4 6 1.3 0 7.6 8.4 954.1 9.4 71.0 14.7 3.5 1.8
29.10.2020 3.15605 13.7 4.0 15.5 6 0.0 0 7.5 10.3 958.5 9.8 85.0 11.2 8.9 8.4
30.10.2020 5.69127 11.8 4.0 0.0 6 0.6 0 7.9 10.8 962.7 11.8 78.0 14.7 9.0 8.5
31.10.2020 9.86175 4.9 1.8 0.0 0 8.9 0 4.4 10.4 962.0 12.2 75.0 17.9 6.3 4.5
01.11.2020 2.7572 8.3 2.2 3.2 6 0.0 0 7.7 10.9 958.7 11.3 81.0 15.6 5.6 3.9
02.11.2020 6.4671 10.7 3.0 0.0 6 1.7 0 7.5 13.5 957.7 17.4 68.0 21.5 14.5 12.0
03.11.2020 1.71411 10.5 2.3 7.8 6 0.0 0 7.7 11.8 961.8 12.2 83.0 17.3 8.3 8.1
04.11.2020 1.47744 6.9 2.4 0.1 6 0.0 0 7.8 9.3 967.3 8.2 85.0 9.3 7.4 7.3
05.11.2020 3.81991 7.0 2.5 0.0 0 3.4 0 4.9 8.4 972.2 7.8 80.0 11.4 3.5 1.7
06.11.2020 2.13772 5.6 2.1 0.0 0 0.6 0 4.6 7.7 969.8 4.5 91.0 6.7 2.2 0.7
07.11.2020 4.29057 3.9 1.3 0.0 4 4.9 0 6.4 8.1 965.3 5.4 91.0 10.1 2.9 3.4
08.11.2020 7.4631 3.4 1.1 0.0 0 6.7 0 6.7 8.1 962.8 5.8 89.0 12.6 2.6 3.0
09.11.2020 7.81697 4.1 1.4 0.0 0 4.6 0 6.8 8.0 963.1 4.7 94.0 8.7 2.4 2.9
10.11.2020 3.40706 3.6 1.4 0.0 4 6.0 0 7.8 7.6 964.8 4.1 92.0 7.4 1.7 2.0
11.11.2020 3.96409 4.2 1.5 0.0 0 0.7 0 8.0 8.8 963.6 6.7 90.0 9.7 4.8 5.2
12.11.2020 5.71582 7.5 2.0 0.0 6 3.4 0 7.5 8.8 960.8 8.7 79.0 14.2 4.2 4.0
13.11.2020 6.22717 5.7 1.7 0.0 6 7.2 0 6.3 8.2 960.4 9.6 70.0 15.8 4.3 2.2
14.11.2020 6.57671 6.1 1.6 0.0 0 8.4 0 5.9 8.2 959.5 10.0 69.0 17.1 4.5 2.2
15.11.2020 7.07287 6.2 1.9 2.8 6 8.4 0 4.8 7.8 954.7 8.1 75.0 15.8 3.1 0.9
16.11.2020 5.04688 12.3 3.9 0.3 6 2.6 0 7.5 8.7 958.0 10.2 70.0 13.2 8.1 6.5
17.11.2020 5.38075 8.3 2.3 0.0 0 5.6 0 7.5 7.9 966.5 8.6 71.0 11.9 4.4 2.2
18.11.2020 6.22503 3.4 1.1 0.0 0 8.9 0 2.7 7.3 964.7 6.8 76.0 13.9 2.1 0.0
19.11.2020 2.29313 14.1 4.0 3.2 6 1.5 0 5.7 8.0 962.2 8.2 74.0 14.0 4.0 1.0
20.11.2020 5.10718 9.3 2.5 0.0 6 3.7 0 5.3 6.1 969.7 3.6 77.0 5.8 -1.2 -2.5
21.11.2020 6.43359 6.3 2.0 0.0 0 8.1 0 2.5 4.8 970.8 1.2 74.0 5.8 -2.2 -4.6
22.11.2020 5.4408 4.1 1.2 0.0 0 7.9 0 3.8 5.2 966.0 2.9 70.0 9.6 -2.8 -4.7
23.11.2020 4.08907 5.6 1.9 0.0 6 0.3 0 8.0 7.0 966.3 5.1 79.0 8.2 2.7 1.4
24.11.2020 3.31607 6.8 2.5 0.0 0 2.4 0 7.3 6.9 963.1 4.1 84.0 6.0 2.7 1.7
25.11.2020 2.5263 4.0 1.5 0.0 0 4.8 0 6.3 6.1 959.5 2.3 85.0 5.4 0.5 0.9
26.11.2020 3.39408 3.5 1.3 0.0 0 5.2 0 6.0 5.9 960.8 1.6 87.0 5.5 -0.5 0.0
27.11.2020 4.80736 4.8 1.7 0.0 0 6.6 0 6.0 5.6 959.1 0.4 90.0 4.0 -1.4 -1.5
28.11.2020 1.88117 9.0 2.5 0.0 6 0.0 0 8.0 5.4 957.6 -0.7 93.0 0.5 -1.7 -1.2
29.11.2020 3.7115 9.6 3.0 0.0 0 0.1 0 7.3 4.8 960.1 0.1 78.0 1.5 -1.1 -2.9
30.11.2020 2.6749 5.9 1.9 0.0 0 1.8 0 5.1 4.4 961.8 -1.6 82.0 1.4 -4.3 -5.7
01.12.2020 0.05659 4.8 1.3 4.3 8 0.0 0 7.5 5.4 954.6 -0.3 90.0 1.7 -3.3 -4.5
02.12.2020 0.00663 6.9 2.4 0.0 0 0.0 0 8.0 4.4 952.7 -2.2 85.0 0.5 -3.2 -3.0
03.12.2020 0.63872 6.2 2.1 0.0 0 3.5 0 4.6 4.4 944.3 -0.7 76.0 2.8 -3.0 -4.2
04.12.2020 0.43806 9.3 2.3 0.0 0 1.7 0 8.0 4.7 930.5 1.8 70.0 8.4 -2.9 -4.2
05.12.2020 0.17916 10.3 2.1 1.6 6 0.0 0 7.6 5.9 936.8 2.1 84.0 5.0 0.2 -0.9
06.12.2020 2.25021 7.5 2.4 1.2 8 0.3 0 7.8 6.3 936.6 1.8 91.0 4.3 -0.2 0.0
07.12.2020 4.65058 7.2 2.1 0.0 0 3.8 0 6.0 5.9 939.6 2.2 84.0 4.9 0.0 -1.0
08.12.2020 2.39167 7.1 1.8 0.0 7 0.0 0 7.8 5.4 940.2 0.4 86.0 2.8 -2.3 -1.9
09.12.2020 0.00566 7.6 2.8 4.8 8 0.0 0 7.6 5.8 945.6 0.8 89.0 1.2 -0.1 -1.6
10.12.2020 0.01288 4.7 1.6 0.0 0 0.0 0 7.9 5.7 944.9 1.1 86.0 2.1 0.6 0.3
11.12.2020 0.20191 7.1 2.3 0.0 6 2.0 0 7.8 5.4 939.7 0.7 83.0 2.8 -0.6 -1.8
12.12.2020 1.20031 7.7 2.2 3.0 8 0.2 0 7.9 6.6 939.2 3.0 86.0 5.1 0.3 -0.3
13.12.2020 1.25097 6.9 2.6 0.5 6 0.0 0 7.7 7.6 950.3 4.6 90.0 5.3 2.8 0.4
14.12.2020 4.12963 6.6 2.0 0.0 0 6.6 0 6.7 6.5 952.9 3.3 84.0 7.3 -0.5 -1.9
15.12.2020 3.22461 5.4 1.2 0.0 0 1.1 0 8.0 6.7 953.4 3.1 88.0 5.1 1.0 0.8
16.12.2020 3.26876 4.8 1.6 0.0 0 2.0 0 7.9 6.9 957.2 2.9 91.0 6.0 1.0 0.6
17.12.2020 2.84134 4.3 1.4 0.0 0 6.5 0 5.0 6.6 961.7 3.0 87.0 8.9 -0.3 -0.8
18.12.2020 3.42848 3.8 1.5 0.0 0 7.8 0 4.3 6.0 962.9 1.5 88.0 7.2 -1.4 -2.1
19.12.2020 2.82067 5.8 1.8 0.0 0 0.0 0 7.5 5.2 960.1 -1.3 93.0 0.0 -2.4 -3.5
20.12.2020 2.42048 5.0 1.7 0.0 6 0.0 0 8.0 5.3 960.4 -0.6 91.0 0.7 -1.9 -1.6
21.12.2020 3.3893 6.1 1.5 4.3 6 1.7 0 7.7 7.3 961.2 4.7 85.0 6.8 0.7 0.1
22.12.2020 1.82474 17.9 5.6 0.4 6 0.1 0 7.6 10.1 958.0 11.1 77.0 13.9 6.3 5.1
23.12.2020 1.21277 11.1 2.7 6.4 6 0.0 0 7.8 9.5 954.7 12.1 67.0 14.1 9.5 7.9
24.12.2020 2.45415 16.1 4.4 2.7 8 1.0 0 7.5 8.1 950.1 7.1 80.0 9.9 4.2 3.7
25.12.2020 1.84635 14.4 3.6 1.3 8 0.0 0 7.8 5.9 954.9 1.4 87.0 4.2 -0.3 -1.4
26.12.2020 3.29242 5.8 2.3 0.0 7 5.2 0 4.7 4.0 961.3 -0.9 71.0 1.3 -3.4 -5.5
27.12.2020 4.39527 6.6 2.1 0.0 0 5.6 0 7.0 3.6 940.6 -2.1 69.0 1.1 -4.9 -6.8
28.12.2020 0.82315 6.6 1.9 2.1 8 0.0 0 7.1 5.0 922.7 0.3 79.0 1.9 -1.9 -2.9
29.12.2020 4.06586 11.4 2.8 0.0 0 4.4 0 7.0 5.2 932.3 2.8 70.0 6.2 0.2 -1.7
30.12.2020 3.70169 5.7 2.0 0.0 6 0.5 0 6.9 5.2 942.8 2.2 74.0 4.6 -1.0 -3.2
31.12.2020 3.82052 8.7 2.5 0.0 0 7.1 0 3.7 4.6 944.9 1.3 69.0 5.1 -1.9 -4.3
01.01.2021 3.00642 4.6 1.5 0.0 0 3.0 0 7.6 4.9 945.5 0.2 79.0 3.7 -2.9 -4.8
02.01.2021 0.76873 5.8 1.8 0.0 8 0.0 0 8.0 4.9 947.8 -1.1 88.0 0.6 -2.9 -2.4
03.01.2021 1.03252 4.7 1.6 0.0 6 0.0 0 7.9 4.8 947.6 -0.6 82.0 0.5 -2.2 -1.9
04.01.2021 0.57427 7.2 2.3 0.0 6 0.0 0 8.0 4.5 949.4 -0.9 79.0 0.0 -1.8 -1.6
05.01.2021 1.07936 5.1 1.5 2.3 8 0.0 0 8.0 4.5 948.5 -1.3 81.0 -0.6 -2.1 -1.8
06.01.2021 0 7.4 3.0 4.7 8 0.0 3 7.8 4.9 948.7 -1.2 87.0 -0.3 -2.0 -2.0
07.01.2021 0 7.8 2.4 0.0 7 1.4 6 7.4 4.9 951.6 0.0 81.0 1.5 -1.0 -2.4
08.01.2021 2e-05 10.5 3.0 0.0 7 0.8 4 7.9 4.6 952.8 -0.1 76.0 1.8 -1.2 -2.3
09.01.2021 0.00084 5.4 1.9 0.0 7 2.7 3 6.5 4.5 957.4 -1.2 80.0 1.6 -3.3 -8.5
10.01.2021 9e-05 5.3 1.7 0.0 7 2.3 4 5.6 3.8 959.2 -4.8 89.0 -2.3 -7.4 -12.2
11.01.2021 6e-05 4.4 1.3 0.0 8 0.0 3 7.5 3.3 958.9 -6.1 86.0 -4.8 -7.9 -12.3
12.01.2021 1e-05 16.9 5.7 4.1 8 0.0 3 7.5 4.9 951.5 -0.1 79.0 2.4 -5.0 -8.1
13.01.2021 0.03689 13.4 4.5 1.2 8 2.7 1 6.2 5.1 953.6 0.6 81.0 3.2 -1.2 -4.0
14.01.2021 3e-05 12.7 3.9 0.1 8 0.0 1 7.9 5.0 953.8 -0.1 82.0 2.1 -2.8 -6.5
15.01.2021 0.03586 5.7 2.2 0.0 7 5.8 1 5.8 4.1 958.3 -3.3 85.0 -1.3 -6.0 -8.8
16.01.2021 0.01278 9.7 3.2 1.3 7 1.6 2 7.0 3.9 961.2 -2.8 80.0 -1.2 -5.0 -6.8
17.01.2021 2e-05 5.0 1.6 4.6 8 0.0 3 7.7 4.5 955.9 -2.5 87.0 0.1 -4.5 -5.7
18.01.2021 0 11.1 4.3 0.4 8 0.0 9 7.6 5.3 961.6 0.9 81.0 1.8 -0.1 -1.4
19.01.2021 4e-05 15.6 3.8 1.3 8 4.0 8 7.8 4.7 956.1 1.8 68.0 5.7 -2.6 -3.7
20.01.2021 0.00268 5.7 1.9 0.0 0 6.3 3 8.0 5.2 948.1 4.4 63.0 10.1 -1.6 -7.3
21.01.2021 0.71839 9.1 2.2 0.0 6 5.0 2 7.0 5.1 941.9 5.3 61.0 14.5 -1.5 -7.1
22.01.2021 5.45648 10.9 3.1 2.8 8 5.9 0 7.8 6.1 934.7 7.6 59.0 13.1 3.3 0.8
23.01.2021 3.80899 16.0 3.9 0.2 8 1.0 0 7.7 5.8 935.7 2.0 82.0 3.5 -0.3 -2.2
24.01.2021 6.48719 17.1 5.1 0.0 8 4.8 0 4.3 4.2 938.0 0.5 66.0 2.2 -2.3 -5.1
25.01.2021 0.14006 7.6 2.2 13.5 8 0.3 0 7.1 4.6 942.0 -1.5 82.0 1.2 -3.6 -5.5
26.01.2021 6e-05 15.9 5.6 0.9 8 0.0 16 7.4 4.6 954.5 -0.9 80.0 0.3 -2.4 -0.8
27.01.2021 0.00346 8.2 2.7 0.9 8 0.9 15 7.8 4.5 954.3 -0.2 75.0 2.4 -2.7 -1.9
28.01.2021 1.34626 16.4 4.9 15.7 6 0.0 11 7.6 7.6 946.0 4.8 88.0 8.5 1.4 0.0
29.01.2021 5.45409 18.6 6.4 2.8 6 2.4 0 7.7 8.1 940.6 7.5 78.0 10.5 5.1 4.0
30.01.2021 4.46458 16.2 4.5 9.4 8 1.3 0 7.7 7.0 939.2 5.3 79.0 8.6 2.0 2.0
31.01.2021 2.883 7.0 2.6 0.0 8 0.0 0 7.9 5.6 938.8 0.3 89.0 2.0 -0.9 -1.0
01.02.2021 4.61968 10.6 2.6 1.5 6 0.0 0 7.9 6.8 935.8 3.7 85.0 8.5 -0.4 -0.3
02.02.2021 4.59775 13.7 3.7 5.9 6 0.7 0 7.7 8.7 944.5 8.5 79.0 11.1 5.4 3.9
03.02.2021 1.37573 17.0 4.3 8.2 6 0.0 0 7.3 9.5 944.8 9.1 82.0 10.8 7.6 6.6
04.02.2021 8.97649 18.4 3.8 0.0 6 8.1 0 5.3 7.0 952.9 8.2 65.0 11.1 5.3 2.9
05.02.2021 6.29025 5.7 1.7 0.1 6 2.9 0 7.8 7.6 951.2 7.9 72.0 11.5 4.6 2.8
06.02.2021 3.85335 6.9 2.3 0.0 0 0.0 0 6.9 7.7 944.9 5.9 83.0 8.2 3.6 2.6
07.02.2021 1.1028 10.1 2.4 12.0 8 0.0 0 7.8 6.6 935.9 2.5 90.0 3.7 0.5 0.1
08.02.2021 6.79642 7.8 2.7 0.3 8 3.6 0 7.5 5.6 934.8 2.9 76.0 6.5 -0.4 -0.4
09.02.2021 0.06046 5.6 1.8 0.0 8 0.0 0 7.8 4.9 939.6 -0.6 84.0 0.1 -1.5 -1.6
10.02.2021 0.00703 8.5 3.0 6.1 8 0.0 0 7.6 4.5 942.1 -2.4 86.0 -0.1 -8.6 -8.4
11.02.2021 0.04891 7.5 2.4 0.0 7 9.1 7 2.7 2.4 961.2 -7.9 71.0 -4.1 -10.4 -15.4
12.02.2021 0.08165 12.4 4.3 0.0 7 9.7 5 0.6 2.3 964.5 -7.8 68.0 -3.6 -11.2 -14.5
13.02.2021 3.54769 11.8 4.4 0.0 0 9.9 4 0.0 2.1 970.9 -7.7 63.0 -3.4 -11.3 -14.4
14.02.2021 6.52411 7.4 2.8 0.0 0 9.8 4 1.4 2.5 974.6 -4.9 60.0 1.0 -10.1 -14.5
15.02.2021 7.28144 5.8 1.9 3.2 8 4.4 2 6.3 3.3 968.7 -1.5 60.0 4.0 -7.9 -12.9
16.02.2021 8.06889 10.3 2.4 3.6 6 0.4 0 7.7 8.0 959.3 6.4 83.0 11.1 1.6 0.7
17.02.2021 8.16486 13.4 3.8 0.0 6 2.4 0 6.0 7.2 958.8 7.0 72.0 10.4 1.0 -1.5
18.02.2021 12.47489 11.9 2.2 0.0 6 7.4 0 7.6 5.6 955.9 6.2 63.0 12.9 -0.4 -2.5
19.02.2021 5.89007 10.0 2.3 1.7 6 2.0 0 7.7 8.1 957.9 8.1 76.0 10.4 6.0 3.6
20.02.2021 13.13333 5.8 2.0 0.0 0 10.0 0 5.7 7.4 957.7 8.6 68.0 16.6 1.5 -0.7
21.02.2021 13.9801 6.1 2.3 0.0 0 10.3 0 4.5 7.1 957.5 5.7 78.0 13.4 0.1 -2.1
22.02.2021 12.77873 4.2 1.6 0.0 0 8.0 0 4.0 7.3 962.0 5.6 81.0 14.2 -0.1 -1.0
23.02.2021 13.23374 3.7 1.3 0.0 0 8.6 0 0.3 6.6 971.6 7.8 67.0 17.2 1.0 -1.5
24.02.2021 13.50236 4.7 1.7 0.0 0 8.8 0 0.0 7.1 971.9 9.8 62.0 18.6 3.0 0.1
25.02.2021 14.67387 4.7 1.6 0.0 0 9.8 0 0.0 6.5 967.8 10.5 56.0 20.0 3.3 0.2
26.02.2021 14.31838 8.9 3.0 3.7 6 8.6 0 3.5 6.9 967.0 10.9 55.0 17.0 4.6 1.4
27.02.2021 8.60387 9.4 2.8 0.0 0 1.7 0 5.5 5.9 971.9 4.1 73.0 8.1 0.9 -1.3
28.02.2021 16.09495 9.3 3.2 0.0 0 10.6 0 0.0 5.2 970.3 3.1 70.0 9.0 -1.1 -3.2
01.03.2021 16.81079 10.9 2.8 0.0 0 10.8 0 0.0 5.6 968.2 5.1 66.0 13.0 -1.6 -3.7
02.03.2021 17.00926 4.3 1.5 0.0 0 10.7 0 0.0 5.9 968.9 5.9 67.0 14.2 -0.6 -3.2
03.03.2021 10.61663 4.6 1.5 0.0 0 1.1 0 7.3 5.5 966.8 6.0 62.0 12.8 -0.7 -3.1
04.03.2021 12.60245 13.8 3.1 3.9 6 3.3 0 7.7 5.4 957.6 8.9 49.0 14.5 3.8 1.7
05.03.2021 4.6634 10.5 3.4 3.3 8 0.0 0 7.7 6.3 959.7 2.7 84.0 5.6 -1.7 -3.5
06.03.2021 16.89256 8.7 3.1 0.0 0 11.1 0 0.8 3.8 966.3 0.5 62.0 5.6 -3.4 -5.3
07.03.2021 16.32125 8.2 1.9 1.6 6 7.2 0 5.5 5.2 959.4 2.5 71.0 9.1 -4.2 -6.0
08.03.2021 19.60092 6.3 2.0 0.0 0 9.2 0 4.4 4.9 957.1 2.4 68.0 6.6 -1.1 -3.1
09.03.2021 15.74631 6.7 1.8 1.2 8 8.1 0 5.5 4.8 955.2 1.8 71.0 6.3 -3.1 -4.9
10.03.2021 8.51807 8.9 2.5 0.6 8 1.2 0 7.4 6.1 956.7 3.2 80.0 7.1 0.8 -0.3
11.03.2021 10.51077 19.3 5.7 7.5 6 1.4 0 7.6 6.9 948.1 9.3 59.0 15.7 1.9 0.6
12.03.2021 14.28785 16.2 6.0 0.2 6 6.4 0 5.5 5.7 951.1 6.7 60.0 10.4 3.9 3.0
13.03.2021 11.38023 21.1 6.3 4.4 8 1.2 0 7.3 5.6 946.3 7.9 54.0 12.9 4.5 3.4
14.03.2021 8.42974 17.5 5.2 2.5 8 2.7 0 7.0 6.0 949.2 2.9 80.0 5.8 0.9 0.1
15.03.2021 8.10689 11.9 4.3 6.1 8 0.7 0 7.3 6.4 950.7 2.8 85.0 4.3 0.6 0.1
16.03.2021 10.35917 13.5 4.7 6.0 8 0.8 0 7.5 5.8 957.7 2.5 81.0 5.1 0.4 0.1
17.03.2021 8.5857 11.0 2.4 0.9 8 1.6 3 7.5 5.5 958.3 1.3 82.0 3.8 0.2 -0.7
18.03.2021 14.7982 8.8 2.5 0.8 8 2.0 0 7.3 5.1 958.0 0.6 80.0 4.4 -1.1 -1.7
19.03.2021 2.1278 8.9 2.5 1.6 8 2.2 1 7.1 5.2 955.4 0.5 83.0 4.7 -1.5 -2.8
20.03.2021 0.8932 10.1 2.7 0.0 8 2.6 2 6.0 3.6 961.4 -1.6 68.0 0.6 -3.0 -3.9
21.03.2021 1.79237 12.2 4.1 0.0 8 0.1 0 7.6 4.2 957.5 0.4 66.0 1.6 -1.7 -1.8
22.03.2021 9.91136 9.1 3.3 0.1 8 0.0 0 7.9 5.2 958.5 2.4 72.0 3.9 1.1 0.5
23.03.2021 15.2223 6.8 2.4 0.0 0 3.5 0 5.5 5.5 962.8 3.3 71.0 6.7 -0.2 -2.1
24.03.2021 25.47051 6.0 1.6 0.0 0 11.8 0 0.7 5.6 962.1 6.1 63.0 14.0 -1.4 -3.1
25.03.2021 25.8136 7.6 2.7 0.0 0 11.3 0 5.6 5.5 959.4 10.4 45.0 16.6 3.7 1.5
26.03.2021 25.17258 7.8 1.9 0.0 6 11.0 0 2.6 5.9 958.4 11.2 47.0 18.5 3.9 0.8
27.03.2021 16.1831 14.6 4.4 1.2 6 2.1 0 7.3 6.1 961.9 8.4 56.0 10.7 5.1 4.7
28.03.2021 25.65425 7.1 2.1 0.0 0 10.8 0 6.7 5.4 968.3 9.4 47.0 14.8 3.4 0.8
29.03.2021 26.77491 9.0 2.4 0.0 0 11.4 0 6.4 5.4 970.3 11.9 42.0 19.6 4.6 1.3
30.03.2021 27.33903 6.1 1.8 0.0 0 12.2 0 0.8 6.4 968.9 13.0 46.0 21.8 3.8 1.0
31.03.2021 27.4879 5.7 1.7 0.0 0 12.3 0 0.8 7.0 962.6 13.8 48.0 22.7 5.0 2.1
01.04.2021 25.76244 12.5 3.5 0.3 6 9.8 0 5.2 8.4 957.3 15.9 48.0 23.3 10.5 8.6
02.04.2021 16.46037 11.3 2.8 0.0 0 6.1 0 3.5 7.7 956.2 9.2 68.0 13.9 4.7 2.9
03.04.2021 16.78838 9.4 2.8 0.0 6 2.3 0 7.0 5.0 959.4 5.4 56.0 7.8 2.9 1.6
04.04.2021 28.66204 7.4 1.8 0.0 0 11.4 0 0.8 4.4 958.5 6.1 50.0 11.4 0.1 -2.1
05.04.2021 24.06176 19.8 6.2 4.4 8 7.5 0 5.3 4.8 947.9 6.6 54.0 15.1 -2.5 -2.0
06.04.2021 13.06199 15.6 4.7 2.7 8 4.7 2 6.0 4.4 949.9 -0.6 75.0 2.5 -2.9 -3.8
07.04.2021 14.44762 17.9 5.7 3.8 8 2.9 2 7.1 4.5 954.6 -0.2 76.0 3.5 -2.2 -2.1
08.04.2021 16.83339 12.8 3.2 0.0 8 4.2 5 5.4 4.8 961.5 2.3 68.0 6.5 -0.7 -1.1
09.04.2021 28.78283 12.2 2.8 0.0 0 7.8 0 6.3 3.9 956.1 9.2 39.0 17.0 -0.1 -2.8
10.04.2021 24.43253 10.2 2.8 0.0 0 9.3 0 7.3 6.2 952.8 12.1 44.0 17.8 6.5 2.5
11.04.2021 21.68455 14.3 2.2 0.8 8 6.1 0 7.0 7.1 949.4 13.8 46.0 20.3 7.9 5.3
12.04.2021 8.14137 10.7 3.5 7.3 8 0.0 0 7.4 6.7 960.9 3.4 86.0 9.5 0.8 0.4
13.04.2021 20.99805 9.1 2.4 0.2 8 1.3 1 7.4 5.4 965.3 2.5 75.0 5.9 0.3 -1.4
14.04.2021 21.70054 8.8 1.9 0.1 8 4.3 0 5.9 4.8 963.7 2.8 65.0 7.1 -0.6 -2.5
15.04.2021 26.54345 7.8 2.0 0.1 7 5.5 0 5.9 4.5 962.0 2.9 62.0 7.5 -1.5 -3.4
16.04.2021 28.21023 7.4 2.3 0.0 0 9.3 0 2.5 4.6 960.2 2.9 62.0 7.7 -1.6 -3.8
17.04.2021 12.83038 5.8 1.6 0.2 8 0.2 0 7.7 5.8 958.2 4.1 71.0 6.9 0.4 -1.6
18.04.2021 12.95412 5.3 1.8 0.9 6 0.3 0 7.8 6.5 957.1 4.7 77.0 7.3 2.8 1.2
19.04.2021 19.38561 7.8 2.4 4.6 6 3.0 0 7.8 7.3 956.3 6.5 76.0 12.0 3.5 2.9
20.04.2021 17.25509 5.7 1.7 0.0 6 2.6 0 7.1 8.2 954.8 8.6 75.0 13.7 5.6 3.1
21.04.2021 34.7151 11.8 1.8 0.0 6 9.7 0 2.3 7.4 954.0 10.1 62.0 17.0 3.2 1.1
22.04.2021 25.23283 11.5 3.2 0.0 6 8.2 0 5.2 6.6 958.2 10.1 54.0 14.4 3.8 1.1
23.04.2021 37.06376 7.2 1.7 0.0 0 13.7 0 0.1 5.0 963.0 8.8 48.0 15.5 1.1 -1.2
24.04.2021 36.73938 6.8 1.6 0.0 0 13.7 0 4.5 5.4 960.1 10.8 46.0 18.6 2.1 0.0
25.04.2021 36.23864 8.8 2.6 0.0 0 12.9 0 2.5 5.6 958.1 10.0 47.0 15.7 4.8 2.9
26.04.2021 38.04679 9.1 3.2 0.0 0 13.8 0 1.9 4.8 953.3 9.2 44.0 15.0 3.0 1.3
27.04.2021 37.41951 9.2 3.4 0.0 0 13.7 0 3.6 6.2 946.1 10.2 51.0 16.9 2.9 0.7
28.04.2021 32.72463 6.7 2.1 0.0 6 11.7 0 5.1 7.3 943.5 12.8 53.0 20.0 4.2 2.2
29.04.2021 14.33185 11.3 3.6 3.5 6 0.5 0 7.7 9.1 946.3 12.4 64.0 15.5 9.2 8.8
30.04.2021 29.74372 14.3 3.2 9.5 6 6.3 0 6.4 9.9 949.1 11.0 77.0 19.6 6.6 6.8
01.05.2021 10.09669 11.3 2.7 24.4 6 0.6 0 7.7 9.7 948.3 8.9 85.0 12.3 6.5 6.4
02.05.2021 17.10428 14.8 4.3 3.9 6 1.6 0 7.3 7.8 953.8 6.0 84.0 10.6 3.9 3.9
03.05.2021 33.74258 9.4 2.9 0.0 6 9.5 0 5.5 6.5 958.7 8.4 61.0 13.3 4.3 3.1
